Macs,IPs,ACKs
00:10:49:1a:4a:4e,10.191.239.69,4
00:24:81:92:d6:da,10.192.120.1,4
00:23:12:25:3e:3a,10.104.222.196,1
78:3a:84:c9:f1:8c,10.192.197.184,4
00:14:38:a6:05:f7,10.192.79.21,4
00:25:4b:8a:e1:fa,10.145.219.220,1
00:22:41:fb:b9:65,10.113.223.228,1
c8:2a:14:0f:54:e6,10.173.126.95,2
44:2a:60:db:a6:93,10.173.223.28,2
04:0c:ce:1b:47:5c,10.146.222.212,1
04:0c:ce:1b:49:89,10.110.223.3,1
00:23:32:80:96:3d,10.191.158.35,4
00:19:d1:2f:7b:a1,10.101.127.179,1
00:12:79:e1:44:2b,10.191.79.47,4
c8:2a:14:0f:1a:ce,10.171.101.226,1
04:0c:ce:1b:47:05,10.143.221.139,3
00:23:12:25:5f:92,10.172.216.99,1
04:0c:ce:1b:3f:85,10.119.222.198,1
44:2a:60:db:a4:c5,10.171.221.123,1
c8:f6:50:a1:a0:04,10.101.222.48,4
00:23:12:25:66:b7,10.120.220.29,1
2c:f0:ee:21:9f:b8,10.143.219.100,1
00:25:00:44:d8:97,10.191.216.185,4
c8:bc:c8:c0:9f:c5,10.113.221.254,1
04:0c:ce:1b:47:b8,10.173.220.61,1
04:0c:ce:1b:3e:37,10.173.220.162,2
00:1f:5b:c6:d6:ad,10.144.219.56,1
00:23:12:25:3c:eb,10.172.217.23,1
04:0c:ce:1b:49:53,10.126.221.234,1
78:3a:84:cd:14:be,10.113.220.181,2
00:23:12:25:35:a3,10.113.223.93,1
c8:bc:c8:bf:75:c0,10.133.192.22,4
c8:f6:50:a1:f0:3a,10.191.154.80,4
c8:bc:c8:c0:9d:84,10.106.220.234,1
04:0c:ce:1b:3f:63,10.119.222.215,1
04:0c:ce:1b:4a:d0,10.115.222.174,1
00:0f:fe:c2:ea:b8,10.191.126.201,4
c8:f6:50:a1:90:25,10.101.222.56,4
c8:f6:50:e1:01:65,10.115.220.193,3
00:23:12:25:36:16,10.107.221.28,1
00:23:12:25:5f:aa,10.124.222.29,1
88:63:df:96:46:6f,10.191.207.241,3
04:0c:ce:1b:3f:41,10.173.220.133,2
00:23:12:25:5f:cf,10.171.205.238,1
04:0c:ce:1b:42:2f,10.142.222.10,1
04:0c:ce:1b:45:0f,10.172.221.47,1
00:23:32:9e:ec:8d,10.171.96.236,1
04:0c:ce:1b:40:38,10.171.129.157,1
00:23:12:25:61:d3,10.171.206.73,1
2c:f0:ee:22:a1:ec,10.123.221.62,1
2c:f0:ee:1e:87:e4,10.123.221.16,1
2c:f0:ee:21:d8:d4,10.123.221.89,1
00:23:12:25:4b:0d,10.146.223.146,1
2c:f0:ee:1e:87:cc,10.123.221.94,1
2c:f0:ee:22:a2:1c,10.123.221.55,1
2c:f0:ee:21:c0:60,10.123.221.87,1
2c:f0:ee:21:b7:3e,10.123.221.53,1
2c:f0:ee:21:eb:6e,10.123.221.17,1
2c:f0:ee:21:77:cc,10.123.221.22,1
2c:f0:ee:22:02:88,10.123.221.93,1
04:0c:ce:1b:46:47,10.126.221.193,2
00:23:12:25:49:76,10.110.223.137,1
c8:bc:c8:b8:8f:f9,10.110.221.84,1
00:25:4b:88:1f:15,10.144.223.204,1
00:23:12:25:4a:7e,10.107.221.29,1
04:0c:ce:1b:44:c4,10.173.220.80,4
30:85:a9:57:a9:1d,10.191.220.130,4
04:0c:ce:1b:43:e2,10.146.222.126,1
04:0c:ce:1b:49:5e,10.171.219.102,2
78:e7:d1:a3:83:26,10.191.79.15,4
04:0c:ce:1b:41:a0,10.171.219.96,1
04:0c:ce:1b:40:aa,10.173.220.65,1
04:0c:ce:1b:2b:23,10.122.223.60,3
04:0c:ce:1b:3d:2c,10.103.223.79,4
04:0c:ce:1b:3f:71,10.173.220.73,3
04:0c:ce:1b:3c:73,10.173.220.90,1
00:1f:5b:c4:3f:0a,10.192.218.209,3
04:0c:ce:1b:43:95,10.145.222.99,1
34:a3:95:26:48:00,10.191.180.159,4
c8:bc:c8:b8:74:e3,10.107.221.67,1
04:0c:ce:1b:45:30,10.124.223.107,2
64:31:50:37:98:57,10.191.127.252,4
04:0c:ce:1b:3e:40,10.147.221.99,1
00:23:12:25:3e:e0,10.171.205.243,2
00:9c:02:05:5d:fc,10.191.79.24,4
c8:bc:c8:bc:28:f4,10.173.215.87,1
c8:bc:c8:bf:d3:d0,10.120.220.140,5
00:23:12:25:4a:4c,10.173.215.106,2
04:0c:ce:1b:45:ff,10.122.223.74,1
c8:bc:c8:bf:b8:72,10.172.189.112,1
5c:96:9d:8d:2b:1b,10.104.223.17,2
c8:f6:50:a1:f1:8e,10.101.221.141,4
00:10:49:15:7e:81,10.191.239.182,4
10:9a:dd:53:87:58,10.172.125.171,1
10:9a:dd:52:69:74,10.2.252.233,3
44:2a:60:db:a3:cb,10.119.223.60,1
c8:bc:c8:bc:32:24,10.191.223.86,3
04:0c:ce:1b:43:32,10.172.221.31,1
00:10:49:17:8a:70,10.191.239.209,4
00:10:49:1b:d4:f8,10.191.239.95,4
00:14:38:9e:79:e9,10.191.79.6,4
00:23:12:25:49:70,10.142.219.234,1
c8:f6:50:d6:1b:a1,10.103.222.11,5
2c:76:8a:3f:7c:22,10.191.79.100,4
00:24:6c:ca:c9:48,10.2.250.86,4
00:23:12:25:49:82,10.171.205.242,1
1c:c1:de:15:6d:6b,10.191.79.48,4
10:9a:dd:af:ff:32,10.173.222.174,1
6c:f3:7f:ca:30:92,10.192.125.251,4
00:10:49:1c:25:99,10.192.239.176,4
00:25:b3:fc:a3:fd,10.191.79.57,4
00:10:49:19:95:93,10.192.239.234,4
00:10:49:1c:27:d3,10.191.239.46,4
88:51:fb:3e:d3:93,10.2.79.8,4
00:23:12:25:4a:30,10.172.217.22,1
00:16:76:37:0f:8b,10.191.127.247,4
2c:f0:ee:22:64:9e,10.191.209.249,3
d8:30:62:64:64:a0,10.146.223.6,3
00:10:49:17:8a:84,10.191.239.239,4
00:10:49:13:cb:0c,10.192.239.233,4
2c:76:8a:3e:08:e1,10.192.79.20,4
00:10:49:17:99:b5,10.192.239.208,4
04:0c:ce:1b:3f:3e,10.172.220.169,1
78:3a:84:c4:e4:07,10.192.197.186,4
00:10:49:16:1f:9a,10.191.239.79,4
5c:96:9d:8f:df:9b,10.115.222.117,1
00:25:4b:95:1a:4d,10.111.221.212,3
00:24:6c:ca:c5:80,10.191.127.242,4
04:0c:ce:1b:44:42,10.173.220.105,2
00:10:49:1c:25:7f,10.191.239.132,4
00:10:49:17:8b:73,10.191.239.86,4
04:0c:ce:1b:47:74,10.104.223.7,1
04:0c:ce:1b:4a:d7,10.104.223.42,2
00:10:49:15:7f:68,10.191.239.213,4
6c:f3:7f:ca:30:b2,10.191.126.155,4
04:0c:ce:1b:47:35,10.143.221.175,1
00:10:49:1b:d5:00,10.192.239.195,4
00:10:49:17:97:d2,10.191.239.181,4
00:10:49:1b:db:a6,10.191.239.65,4
6c:f3:7f:ca:30:c0,10.191.126.144,4
00:24:6c:c2:9e:0a,10.2.243.127,4
00:10:49:1b:d0:60,10.191.239.151,4
00:10:49:17:8a:dd,10.191.239.201,4
00:10:49:1c:26:db,10.191.239.188,4
04:0c:ce:1b:3f:d4,10.126.222.3,1
10:9a:dd:54:37:ad,10.191.127.122,3
00:10:49:1b:d5:30,10.191.239.77,4
04:0c:ce:1b:3e:f3,10.173.220.169,1
c8:f6:50:5a:d5:93,10.110.222.8,5
04:0c:ce:1b:42:64,10.125.223.65,1
00:23:12:25:63:83,10.173.215.96,1
04:0c:ce:1b:46:e6,10.142.222.100,1
00:23:12:25:37:17,10.172.217.89,1
04:0c:ce:1b:44:2a,10.122.223.57,2
04:0c:ce:1b:44:50,10.173.220.102,2
04:0c:ce:1b:49:58,10.113.222.231,1
04:0c:ce:1b:3d:e5,10.173.220.88,1
04:0c:ce:1b:40:32,10.172.221.4,1
d8:30:62:64:32:78,10.146.223.224,1
00:23:12:25:65:2b,10.125.222.4,1
04:0c:ce:1b:3f:da,10.144.221.81,1
04:0c:ce:1b:3a:15,10.114.223.40,1
00:23:12:25:60:74,10.172.217.12,1
00:23:12:25:48:8e,10.120.220.51,1
04:0c:ce:1b:40:9d,10.103.223.78,2
78:e3:b5:9c:53:14,10.171.103.56,1
00:23:12:25:62:42,10.124.222.30,1
c8:bc:c8:c0:8d:9e,10.113.223.41,2
04:0c:ce:1b:3c:cd,10.145.222.12,1
04:0c:ce:1b:3e:85,10.173.220.67,1
b0:10:41:2b:a5:01,10.122.222.65,1
04:0c:ce:1b:47:9c,10.145.222.52,2
04:0c:ce:1b:47:e1,10.101.223.29,1
04:0c:ce:1b:4b:a9,10.125.223.63,1
00:1f:5b:c4:3c:46,10.172.217.88,1
c4:d9:87:c5:a5:08,10.145.219.157,5
c8:bc:c8:bf:b0:02,10.147.218.157,1
00:23:12:25:61:ac,10.143.222.218,1
04:0c:ce:1b:3b:5b,10.145.221.246,2
00:23:32:9e:f0:c7,10.171.96.242,1
c8:bc:c8:b9:89:36,10.113.221.255,1
64:31:50:33:f3:4c,10.193.127.247,1
70:cd:60:29:38:4c,10.11.107.131,3
c8:f6:50:a1:cd:7b,10.120.220.177,5
00:1f:5b:c4:4e:6d,10.171.206.71,1
04:0c:ce:1b:49:de,10.114.223.41,1
10:9a:dd:ad:34:49,10.191.212.167,3
00:23:12:25:49:c0,10.171.206.69,1
c8:bc:c8:c5:f9:3e,10.191.223.136,3
10:9a:dd:52:4a:a4,10.191.125.35,3
c8:bc:c8:bf:42:18,10.126.218.156,1
04:0c:ce:1b:48:41,10.142.222.49,1
00:23:12:25:35:bb,10.143.223.140,1
2c:f0:ee:1e:49:a4,10.113.220.249,1
04:0c:ce:1b:3c:97,10.173.220.60,1
c8:bc:c8:b8:8f:ea,10.126.218.142,1
70:cd:60:ff:09:95,10.119.223.58,1
04:0c:ce:1b:42:68,10.126.221.226,4
00:1f:5b:c4:39:0e,10.114.222.41,1
00:23:12:25:3f:27,10.171.206.53,1
04:0c:ce:1b:4c:6a,10.119.222.206,1
c8:f6:50:e7:9a:a4,10.101.222.47,4
a8:bb:cf:21:ae:ec,10.191.214.241,2
00:23:12:25:3e:6b,10.109.221.176,1
04:0c:ce:1b:44:a0,10.113.222.234,1
04:0c:ce:1b:46:df,10.124.223.93,1
c8:f6:50:cd:c8:f4,10.147.219.19,3
c8:f6:50:a6:99:e5,10.120.219.243,3
00:23:12:25:60:43,10.172.217.62,1
00:01:01:1a:25:48,10.173.124.94,3
c8:bc:c8:bf:36:5d,10.173.218.58,3
c8:f6:50:d7:34:f3,10.119.221.91,2
00:10:49:17:8c:01,10.110.239.221,1
00:10:49:17:89:22,10.110.239.245,1
00:10:49:16:e9:4a,10.110.239.200,1
00:10:49:1a:47:0e,10.110.239.201,1
04:0c:ce:1b:3e:9e,10.173.220.121,3
00:10:49:16:e9:78,10.110.239.199,1
00:10:49:17:8c:00,10.110.239.253,1
00:23:12:25:66:b9,10.143.223.86,1
04:0c:ce:1b:47:b4,10.142.222.82,1
00:17:08:91:95:1d,10.110.79.18,1
04:0c:ce:1b:3e:39,10.143.222.88,2
00:1e:c2:be:7b:6c,10.123.221.7,1
00:23:12:25:35:8d,10.144.218.254,1
04:0c:ce:1b:44:22,10.142.221.207,1
00:23:12:25:60:85,10.104.222.199,1
44:2a:60:db:a6:3d,10.171.221.158,2
6c:f3:7f:ca:66:96,10.110.126.34,1
6c:f3:7f:ca:66:8b,10.110.126.33,1
c8:bc:c8:bf:37:3c,10.173.215.88,1
9c:1c:12:c8:dc:e1,10.110.126.68,1
04:0c:ce:1b:45:dd,10.142.222.93,1
c8:f6:50:d6:e0:4e,10.119.221.101,3
04:0c:ce:1b:44:75,10.173.220.56,1
a8:bb:cf:21:93:8c,10.191.214.240,6
00:23:12:25:66:c2,10.126.220.40,1
04:0c:ce:1b:41:59,10.173.192.26,2
c8:bc:c8:bf:af:87,10.120.220.154,4
00:1a:1e:c5:8a:a8,10.110.127.191,1
04:0c:ce:1b:3c:95,10.173.220.44,1
00:23:12:25:3a:0b,10.110.221.48,1
04:0c:ce:1b:49:2c,10.110.222.253,1
c8:bc:c8:bc:32:25,10.120.220.124,5
04:0c:ce:1b:41:53,10.145.222.107,1
00:1e:c2:bb:77:58,10.113.223.74,1
04:0c:ce:1b:41:ee,10.171.219.101,1
2c:f0:ee:21:aa:b6,10.120.220.34,2
04:0c:ce:1b:3d:eb,10.173.220.100,3
04:0c:ce:1b:41:77,10.173.220.219,2
c8:bc:c8:bf:bf:47,10.119.223.49,1
a8:bb:cf:21:a9:90,10.191.214.254,4
ac:81:12:01:fc:78,10.173.223.177,3
04:0c:ce:1b:3c:93,10.119.222.207,1
44:2a:60:db:a2:c4,10.126.222.103,2
04:0c:ce:1b:46:fa,10.143.222.116,1
00:23:24:2a:7a:cf,10.1.252.118,2
04:0c:ce:1b:47:67,10.172.221.49,2
c8:bc:c8:c8:16:53,10.126.218.159,1
00:25:4b:95:68:af,10.123.223.173,1
c8:bc:c8:c8:05:70,10.106.221.2,1
00:e0:d8:16:fd:6b,10.191.97.167,1
04:0c:ce:1b:49:d7,10.172.220.171,1
2c:f0:ee:1e:56:0c,10.124.222.49,1
2c:f0:ee:1e:bc:16,10.124.222.70,1
2c:f0:ee:22:03:00,10.124.222.74,1
2c:f0:ee:1e:ad:86,10.124.222.16,1
2c:f0:ee:1e:7f:b2,10.124.222.23,1
2c:f0:ee:1c:db:4c,10.124.222.50,1
2c:f0:ee:1d:85:44,10.124.222.42,1
2c:f0:ee:21:e9:ba,10.124.222.39,1
c8:bc:c8:b8:74:eb,10.147.218.159,1
04:0c:ce:1b:43:d4,10.146.222.122,1
2c:f0:ee:1e:88:6e,10.124.222.41,1
d8:30:62:64:7c:89,10.123.221.34,2
04:0c:ce:1b:3d:bb,10.147.221.96,1
00:1f:5b:c4:39:02,10.133.192.23,1
2c:f0:ee:1e:6d:98,10.124.222.14,1
04:0c:ce:1b:43:3b,10.145.221.249,2
04:0c:ce:1b:45:6d,10.122.223.37,2
04:0c:ce:1b:48:24,10.122.223.63,1
c8:bc:c8:bf:81:9f,10.191.212.139,4
c8:bc:c8:bc:32:0b,10.191.219.247,5
04:0c:ce:1b:3b:50,10.142.219.226,1
00:23:12:25:3a:2a,10.145.219.239,1
00:1e:c2:be:ad:84,10.109.221.179,1
00:1f:5b:c4:3c:1a,10.191.210.249,2
c8:f6:50:ca:f0:65,10.144.219.149,3
00:23:12:25:64:67,10.147.218.196,1
04:0c:ce:1b:40:66,10.144.222.12,3
04:0c:ce:1b:40:bf,10.171.219.83,5
9c:ad:97:93:9b:9b,10.143.220.60,1
5c:96:9d:90:48:dd,10.141.222.42,1
90:48:9a:4f:b2:cb,10.171.208.64,1
00:23:12:25:49:0a,10.119.221.37,1
00:c6:10:8c:24:75,10.191.177.110,4
00:23:32:9e:df:5b,10.192.108.141,2
00:21:e9:e6:66:ae,10.143.223.96,1
00:23:12:23:b1:bf,10.143.223.81,1
04:0c:ce:1b:3c:51,10.145.222.105,1
c8:f6:50:a1:ee:8f,10.101.222.65,8
2c:f0:ee:1e:97:1e,10.114.221.235,2
04:0c:ce:1b:49:78,10.147.221.106,1
c8:f6:50:a6:a3:9e,10.120.220.187,9
10:9a:dd:5b:2c:74,10.191.125.43,2
80:00:0b:22:07:4f,10.145.219.160,7
00:23:12:25:3d:f8,10.115.221.13,1
c8:bc:c8:bf:46:3a,10.106.220.249,4
44:2a:60:db:a4:5f,10.120.220.122,1
00:23:12:25:66:92,10.109.221.172,1
10:9a:dd:54:f3:1c,10.173.126.48,1
c8:bc:c8:bf:34:d2,10.173.222.176,1
a8:bb:cf:21:99:d0,10.191.214.252,5
44:2a:60:db:a6:18,10.107.221.25,1
c8:f6:50:e1:6a:f0,10.115.220.214,1
04:0c:ce:1b:43:5c,10.145.222.6,1
2c:f0:ee:21:e8:8a,10.121.221.171,1
2c:f0:ee:1e:92:36,10.121.221.172,1
2c:f0:ee:1e:ac:18,10.121.221.173,1
2c:f0:ee:1e:79:1e,10.121.221.176,1
c8:bc:c8:bf:84:7f,10.145.219.211,1
2c:f0:ee:22:04:6e,10.121.221.178,1
04:0c:ce:1b:47:33,10.113.222.183,4
a8:bb:cf:21:ad:c4,10.191.214.251,2
04:0c:ce:1b:44:33,10.113.222.191,1
44:2a:60:db:a3:b7,10.173.223.29,3
04:0c:ce:1b:45:86,10.146.222.192,2
2c:f0:ee:22:00:be,10.191.209.234,2
c8:f6:50:a1:e0:0e,10.101.222.50,4
c8:f6:50:a1:d6:fe,10.101.222.51,3
2c:f0:ee:1e:87:ba,10.172.217.61,1
c8:bc:c8:c8:06:cc,10.142.222.198,1
2c:f0:ee:21:6a:52,10.143.219.79,1
10:9a:dd:af:ff:dd,10.115.223.231,1
00:23:32:9e:f0:95,10.11.107.148,1
00:23:12:25:4b:14,10.123.221.46,1
04:0c:ce:1b:44:cd,10.122.223.61,1
00:23:12:25:61:e2,10.110.221.221,1
04:0c:ce:1b:43:dd,10.110.222.171,1
c8:bc:c8:bf:b8:7c,10.120.220.119,6
70:cd:60:ff:20:a0,10.120.220.125,3
88:63:df:aa:bb:79,10.192.197.179,1
00:23:32:9e:ea:a4,10.11.107.142,1
00:23:12:1c:20:f5,10.147.218.132,1
2c:f0:ee:22:a2:88,10.110.221.99,2
c8:f6:50:a1:93:c9,10.120.220.247,3
04:0c:ce:1b:45:fd,10.172.221.80,1
04:0c:ce:1b:45:64,10.173.220.165,1
04:0c:ce:1b:3f:50,10.172.221.39,1
00:23:12:25:65:75,10.105.199.35,1
04:0c:ce:1b:3b:47,10.147.221.164,1
d8:30:62:5b:4b:85,10.146.223.219,1
c4:2c:03:27:a4:67,10.146.127.178,1
04:0c:ce:1b:46:09,10.173.220.103,1
2c:27:d7:26:9c:20,10.173.126.7,9
00:23:12:25:36:a3,10.106.223.17,1
00:23:12:25:60:6f,10.171.206.43,1
c8:bc:c8:c0:9e:12,10.173.214.247,1
00:24:81:93:c4:e1,10.171.97.63,3
00:23:32:9e:e1:cb,10.11.107.144,1
00:1a:1e:c5:8b:39,10.104.127.237,1
04:0c:ce:1b:3e:5f,10.101.223.72,1
10:9a:dd:af:ee:31,10.143.221.211,1
00:23:12:25:3e:e4,10.171.206.41,1
04:0c:ce:1b:44:e9,10.172.221.46,1
04:0c:ce:1b:46:44,10.172.221.57,1
d8:30:62:64:46:ed,10.146.223.233,1
00:23:12:25:5d:65,10.123.221.41,1
00:23:12:25:3d:9d,10.171.206.42,1
04:0c:ce:1b:4c:09,10.143.222.115,1
c8:bc:c8:b8:6e:6e,10.110.223.234,2
00:25:4b:8d:f6:05,10.142.223.50,1
00:24:81:90:2e:29,10.172.126.219,1
c8:bc:c8:bc:31:e4,10.107.221.68,1
3c:4a:92:c3:1e:9f,10.146.79.29,1
04:0c:ce:1b:3f:49,10.101.223.23,2
04:0c:ce:1b:39:89,10.126.221.215,1
04:0c:ce:1b:49:ce,10.142.222.180,1
04:0c:ce:1b:3f:cc,10.172.221.58,1
04:0c:ce:1b:4a:97,10.104.223.57,1
00:23:12:25:63:52,10.105.199.34,1
00:23:12:25:66:af,10.124.222.25,1
04:0c:ce:1b:3f:2b,10.110.222.169,1
00:23:12:25:60:1d,10.119.221.70,1
00:23:12:25:48:4d,10.144.219.106,1
04:0c:ce:1b:3e:63,10.172.221.42,1
2c:f0:ee:23:00:b0,10.122.221.165,1
2c:f0:ee:21:d8:8e,10.122.221.174,1
04:0c:ce:1b:3f:7d,10.122.223.71,1
04:0c:ce:1b:40:bb,10.172.221.84,1
d8:30:62:64:7b:b9,10.146.223.223,1
00:23:12:25:36:80,10.109.221.177,1
04:0c:ce:1b:4b:3e,10.115.222.169,1
c8:bc:c8:bc:26:53,10.119.223.52,1
88:63:df:a7:d9:8d,10.192.205.137,2
00:24:81:0c:c9:dc,10.172.216.134,16
04:0c:ce:1b:3b:5f,10.122.223.69,1
04:0c:ce:1b:47:69,10.143.221.149,5
00:1f:5b:c4:3c:3f,10.171.221.206,1
70:cd:60:ff:0b:4a,10.126.223.187,1
00:1f:5b:c4:3e:dd,10.171.221.201,1
00:23:12:25:48:11,10.144.219.68,1
04:0c:ce:1b:42:0a,10.171.219.68,1
c8:bc:c8:c8:05:79,10.126.218.155,1
04:0c:ce:1b:44:86,10.171.219.91,2
04:0c:ce:1b:42:8e,10.143.222.36,3
04:0c:ce:1b:42:97,10.143.222.51,3
04:0c:ce:1b:42:9f,10.126.222.10,1
10:9a:dd:af:ed:c8,10.144.223.189,1
04:0c:ce:1b:3f:ba,10.143.222.56,3
04:0c:ce:1b:43:82,10.143.222.59,7
04:0c:ce:1b:39:c4,10.142.220.51,1
00:23:32:9e:f1:9e,10.144.125.169,1
c8:bc:c8:bc:31:f3,10.191.220.14,6
c8:f6:50:a1:9d:65,10.120.219.237,2
04:0c:ce:1b:3d:52,10.122.223.75,2
5c:96:9d:8d:4f:47,10.107.222.245,1
d8:30:62:59:61:c8,10.146.223.227,1
04:0c:ce:1b:3e:d2,10.173.220.126,1
c8:bc:c8:b8:74:d7,10.147.222.27,1
04:0c:ce:1b:42:7e,10.142.222.78,1
04:0c:ce:1b:46:e3,10.131.223.127,1
00:1e:c2:c3:56:5e,10.171.221.218,1
00:25:4b:8b:9a:dd,10.142.223.45,1
00:23:12:25:66:5c,10.121.221.221,1
00:25:4b:95:3d:0f,10.123.223.59,1
04:0c:ce:1b:43:27,10.172.221.36,1
c8:bc:c8:bf:c1:06,10.123.221.33,1
00:23:12:25:5f:a7,10.120.220.15,1
c8:bc:c8:bf:81:b4,10.191.212.12,4
04:0c:ce:1b:42:6e,10.131.223.138,1
2c:f0:ee:21:b2:6e,10.144.219.8,1
04:0c:ce:1b:49:74,10.126.222.34,1
00:25:4b:95:1a:75,10.123.223.191,1
00:23:12:25:66:cb,10.115.220.76,1
00:25:4b:95:17:dd,10.111.221.199,1
c8:bc:c8:f0:c3:53,10.192.194.196,2
00:23:12:25:47:df,10.172.222.112,1
00:25:4b:95:1d:32,10.123.223.174,1
d8:30:62:59:5e:e8,10.146.223.221,1
10:9a:dd:51:69:e8,10.192.127.208,2
00:23:12:25:64:9f,10.173.215.131,1
00:25:4b:95:68:a8,10.123.223.176,1
04:0c:ce:1b:47:83,10.143.222.114,1
00:25:4b:95:1f:35,10.123.223.48,1
04:0c:ce:1b:42:f7,10.173.220.128,1
00:23:32:9e:e0:15,10.120.126.93,1
00:25:4b:95:30:75,10.123.223.175,1
04:0c:ce:1b:49:3b,10.172.221.37,4
c8:bc:c8:c2:53:f1,10.107.221.66,1
04:0c:ce:1b:46:ad,10.142.222.162,1
04:0c:ce:1b:42:4e,10.145.222.11,1
c8:bc:c8:c2:78:f7,10.119.223.57,1
04:0c:ce:1b:3a:22,10.143.221.138,2
f8:27:93:35:5d:be,10.146.181.161,1
00:25:4b:95:13:9e,10.123.223.179,1
f8:27:93:35:5d:be,10.191.184.153,4
c8:bc:c8:c8:07:6f,10.191.212.151,6
c8:bc:c8:bf:c2:2d,10.119.223.51,1
00:23:12:25:3e:59,10.115.220.255,1
04:0c:ce:1b:44:46,10.114.223.38,1
04:0c:ce:1b:3f:db,10.173.220.149,4
00:23:12:25:4a:af,10.105.199.36,1
8c:2d:aa:4f:16:ef,10.172.220.85,1
00:10:49:1c:26:dc,10.173.239.156,1
04:0c:ce:1b:3f:bb,10.144.221.90,2
10:9a:dd:53:80:fe,10.172.125.143,1
c8:bc:c8:b8:90:06,10.191.223.215,3
10:9a:dd:54:e8:e0,10.191.127.203,2
c8:bc:c8:b8:59:2a,10.173.216.30,1
a8:20:66:35:8d:29,10.132.127.232,2
04:0c:ce:1b:44:00,10.191.216.205,2
04:0c:ce:1b:3f:67,10.172.218.242,1
c8:2a:14:0f:6c:2e,10.121.126.53,1
44:2a:60:db:a3:c2,10.121.221.192,1
00:23:12:23:c7:c5,10.121.221.129,1
00:23:12:25:4a:ee,10.104.223.116,1
00:23:12:25:4b:12,10.125.222.12,1
80:00:0b:32:d9:c1,10.145.219.153,7
04:0c:ce:1b:3d:a2,10.119.222.199,1
00:23:12:25:65:08,10.171.206.17,1
00:25:4b:95:3d:22,10.123.223.170,1
04:0c:ce:1b:41:9a,10.126.222.19,1
00:23:12:25:49:f8,10.172.217.135,1
c8:f6:50:a1:e6:40,10.101.221.137,3
00:23:12:25:5f:1a,10.121.221.217,1
00:23:32:94:ce:8b,10.11.107.138,1
00:23:12:25:37:0d,10.126.223.240,1
c8:bc:c8:b8:90:12,10.119.223.54,1
04:0c:ce:1b:40:8c,10.172.221.77,1
00:23:12:23:c6:08,10.144.219.84,1
04:0c:ce:1b:41:52,10.104.223.45,1
00:23:12:25:64:6d,10.114.222.6,1
c8:bc:c8:bf:46:36,10.123.222.90,1
c8:bc:c8:bf:d2:44,10.123.221.32,1
04:0c:ce:1b:47:81,10.172.221.41,2
00:23:12:25:3f:4c,10.173.215.105,1
00:23:12:25:66:67,10.101.222.18,1
00:23:32:9e:ee:8c,10.11.107.224,1
00:23:12:25:37:2e,10.121.221.215,1
00:23:12:25:5f:14,10.121.221.207,1
2c:f0:ee:21:6c:5c,10.109.221.205,2
04:0c:ce:1b:46:f1,10.172.221.33,1
c8:bc:c8:bf:be:ed,10.109.221.141,2
00:1f:5b:c4:3c:6c,10.171.221.214,1
00:23:12:25:4a:e4,10.119.221.64,1
00:23:12:23:c1:b0,10.143.223.98,1
00:23:12:25:35:95,10.113.223.83,1
04:0c:ce:1b:46:68,10.122.223.53,1
04:0c:ce:1b:3a:72,10.122.223.52,1
5c:96:9d:90:43:51,10.125.223.71,1
04:0c:ce:1b:43:df,10.171.219.90,1
04:0c:ce:1b:3f:df,10.172.221.40,1
04:0c:ce:1b:50:f2,10.142.220.50,1
78:3a:84:90:55:f6,10.107.220.222,1
04:0c:ce:1b:46:05,10.115.222.248,2
ac:16:2d:07:65:4b,10.115.35.75,1
38:b1:db:21:b1:47,10.173.216.164,1
38:b1:db:21:c3:c7,10.173.216.142,1
c8:bc:c8:bf:7f:a4,10.119.223.78,1
30:10:e4:6b:c2:ec,10.146.181.160,1
00:19:d1:e8:ae:87,10.119.127.1,3
04:0c:ce:1b:51:72,10.171.219.112,1
00:23:12:25:64:95,10.110.223.170,1
00:50:56:81:25:86,10.1.246.248,2
04:0c:ce:1b:3f:36,10.171.219.194,1
00:23:12:25:63:68,10.103.221.188,1
08:2e:5f:2a:30:40,10.145.35.78,1
4c:72:b9:60:c9:19,10.173.123.74,1
00:23:32:9e:ee:84,10.11.107.72,2
00:23:12:25:61:dc,10.191.220.34,2
00:23:12:25:4a:f4,10.126.223.99,1
04:0c:ce:1b:48:fd,10.111.223.45,1
04:0c:ce:1b:48:e9,10.104.223.51,2
00:25:4b:95:30:80,10.111.221.207,1
00:23:12:25:3d:7f,10.126.223.236,1
04:0c:ce:1b:3c:db,10.144.221.87,2
00:23:12:25:5f:a1,10.143.223.88,1
04:0c:ce:1b:44:e4,10.126.221.214,1
44:2a:60:dc:ed:fe,10.123.222.27,1
d8:30:62:64:7b:c6,10.146.223.54,2
00:23:12:25:5f:21,10.104.222.201,1
04:0c:ce:1b:47:10,10.172.221.53,1
10:9a:dd:51:c1:eb,10.122.127.25,1
04:0c:ce:1b:45:02,10.172.221.87,1
c8:bc:c8:bc:31:d7,10.122.222.213,1
c8:bc:c8:c0:9f:b5,10.123.222.131,1
c8:bc:c8:bc:32:08,10.191.223.109,2
10:9a:dd:52:66:60,10.191.125.53,2
c8:bc:c8:c0:ff:f6,10.142.220.52,1
10:68:3f:4a:47:c5,10.172.153.95,1
00:23:12:25:60:3b,10.126.223.88,1
04:0c:ce:1b:3d:0c,10.143.221.171,3
00:23:32:9c:2d:4a,10.126.127.56,1
